INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,DTXCID,CASRN,INCHIKEY,IUPAC_NAME,SMILES,INCHI_STRING,QSAR_READY_SMILES,MOLECULAR_FORMULA
DTXSID6032649,DSSTox_Substance_Id,DTXSID6032649,Tetramethrin,DTXCID4012649,7696-12-0,CXBMCYHAMVGWJQ-UHFFFAOYSA-N,"(1,3-Dioxo-1,3,4,5,6,7-hexahydro-2H-isoindol-2-yl)methyl 2,2-dimethyl-3-(2-methylprop-1-en-1-yl)cyclopropane-1-carboxylate",CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,"InChI=1/C19H25NO4/c1-11(2)9-14-15(19(14,3)4)18(23)24-10-20-16(21)12-7-5-6-8-13(12)17(20)22/h9,14-15H,5-8,10H2,1-4H3
",CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,C19H25NO4
DTXSID5029685,DSSTox_Substance_Id,DTXSID5029685,Nitric acid,DTXCID509685,7697-37-2,GRYLNZFGIOXLOG-UHFFFAOYSA-N,Nitric acid,O[N+]([O-])=O,"InChI=1S/HNO3/c2-1(3)4/h(H,2,3,4)
",,HNO3
DTXSID7023273,DSSTox_Substance_Id,DTXSID7023273,Methadone,DTXCID003273,76-99-3,USSIQXCVUWKGNF-UHFFFAOYSA-N,"6-(Dimethylamino)-4,4-diphenylheptan-3-one",CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1/C21H27NO/c1-5-20(23)21(16-17(2)22(3)4,18-12-8-6-9-13-18)19-14-10-7-11-15-19/h6-15,17H,5,16H2,1-4H3
",CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,C21H27NO
DTXSID9049823,DSSTox_Substance_Id,DTXSID9049823,Zirconium oxychloride,DTXCID3029782,7699-43-6,IPCAPQRVQMIMAN-UHFFFAOYSA-L,Dichlorido(oxido)zirconium,Cl[Zr](Cl)=O,"InChI=1S/2ClH.O.Zr/h2*1H;;/q;;;+2/p-2
",,Cl2OZr
DTXSID6072845,DSSTox_Substance_Id,DTXSID6072845,"(4-((4-(Diethylamino)phenyl)phenylmethylene)-2,5-cyclohexadien-1-ylidene)diethylammonium acetate",DTXCID2047931,76994-37-1,ZACIFCVOARIOBT-UHFFFAOYSA-M,"4-{[4-(Diethylamino)phenyl](phenyl)methylidene}-N,N-diethylcyclohexa-2,5-dien-1-iminium acetate",CC([O-])=O.CCN(CC)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](CC)CC,"InChI=1S/C27H33N2.C2H4O2/c1-5-28(6-2)25-18-14-23(15-19-25)27(22-12-10-9-11-13-22)24-16-20-26(21-17-24)29(7-3)8-4;1-2(3)4/h9-21H,5-8H2,1-4H3;1H3,(H,3,4)/q+1;/p-1
",CCN(CC)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](CC)CC,C29H36N2O2
DTXSID8052512,DSSTox_Substance_Id,DTXSID8052512,Zinc bromide,DTXCID2031085,7699-45-8,VNDYJBBGRKZCSX-UHFFFAOYSA-L,Zinc dibromide,[Zn++].[Br-].[Br-],"InChI=1S/2BrH.Zn/h2*1H;/q;;+2/p-2
",,Br2Zn
DTXSID8033803,DSSTox_Substance_Id,DTXSID8033803,2-Amino-1-(4-hydroxyphenyl)ethanol hydrochloride,DTXCID6013803,770-05-8,PUMZXCBVHLCWQG-UHFFFAOYSA-N,4-(2-Amino-1-hydroxyethyl)phenol--hydrogen chloride (1/1),Cl.NCC(O)C1=CC=C(O)C=C1,"InChI=1/C8H11NO2.ClH/c9-5-8(11)6-1-3-7(10)4-2-6;/h1-4,8,10-11H,5,9H2;1H
",NCC(O)C1=CC=C(O)C=C1,C8H12ClNO2
DTXSID9027312,DSSTox_Substance_Id,DTXSID9027312,1-Phenoxy-2-propanol,DTXCID407312,770-35-4,IBLKWZIFZMJLFL-UHFFFAOYSA-N,1-Phenoxypropan-2-ol,CC(O)COC1=CC=CC=C1,"InChI=1/C9H12O2/c1-8(10)7-11-9-5-3-2-4-6-9/h2-6,8,10H,7H2,1H3
",CC(O)COC1=CC=CC=C1,C9H12O2
DTXSID9034941,DSSTox_Substance_Id,DTXSID9034941,Sulfur,DTXCID7014941,7704-34-9,NINIDFKCEFEMDL-UHFFFAOYSA-N,Sulfur,[S],"InChI=1S/S
",,S
DTXSID60894225,DSSTox_Substance_Id,DTXSID60894225,Titanium dihydride (TiH2),DTXCID101324270,7704-98-5,COEYXIBLSAIEKV-UHFFFAOYSA-N,Titanium(2+) dihydride,[H][Ti][H],"InChI=1S/Ti.2H
",,H2Ti
DTXSID8020622,DSSTox_Substance_Id,DTXSID8020622,Ferric chloride,DTXCID60622,7705-08-0,RBTARNINKXHZNM-UHFFFAOYSA-K,Iron(3+) trichloride,[Cl-].[Cl-].[Cl-].[Fe+3],"InChI=1S/3ClH.Fe/h3*1H;/q;;;+3/p-3
",,Cl3Fe
DTXSID0020656,DSSTox_Substance_Id,DTXSID0020656,Gibberellic acid,DTXCID801767920,77-06-5,IXORZMNAPKEEDV-VYZICLRESA-N,"(1S,2S,4aR,4bR,7R,9aS,10S,10aR)-2,7-Dihydroxy-1-methyl-8-methylidene-13-oxo-1,2,4b,5,6,7,8,9,10,10a-decahydro-4a,1-(epoxymethano)-7,9a-methanobenzo[a]azulene-10-carboxylic acid",[H][C@@]12CC[C@@]3(O)C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@@]3(C)[C@@H](O)C=C[C@@]21OC3=O,"InChI=1S/C19H22O6/c1-9-7-17-8-18(9,24)5-3-10(17)19-6-4-11(20)16(2,15(23)25-19)13(19)12(17)14(21)22/h4,6,10-13,20,24H,1,3,5,7-8H2,2H3,(H,21,22)/t10-,11+,12-,13-,16-,17+,18-,19-/m1/s1
",[H][C@@]12CC[C@@]3(O)C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@@]3(C)[C@@H](O)C=C[C@@]21OC3=O,C19H22O6
DTXSID0021125,DSSTox_Substance_Id,DTXSID0021125,Phenolphthalein,DTXCID901125,77-09-8,KJFMBFZCATUALV-UHFFFAOYSA-N,"3,3-Bis(4-hydroxyphenyl)-2-benzofuran-1(3H)-one",OC1=CC=C(C=C1)C1(OC(=O)C2=C1C=CC=C2)C1=CC=C(O)C=C1,"InChI=1S/C20H14O4/c21-15-9-5-13(6-10-15)20(14-7-11-16(22)12-8-14)18-4-2-1-3-17(18)19(23)24-20/h1-12,21-22H
",OC1=CC=C(C=C1)C1(OC(=O)C2=C1C=CC=C2)C1=CC=C(O)C=C1,C20H14O4
DTXSID1029049,DSSTox_Substance_Id,DTXSID1029049,Tetrabromophthalic acid mixed esters with diethylene glycol and propylene glycol,,77098-07-8,,,,,,
DTXSID4074770,DSSTox_Substance_Id,DTXSID4074770,PBB 077,DTXCID6047949,77102-82-0,BVGDXTYHVRFEQZ-UHFFFAOYSA-N,"3,3',4,4'-Tetrabromo-1,1'-biphenyl",BrC1=C(Br)C=C(C=C1)C1=CC(Br)=C(Br)C=C1,"InChI=1S/C12H6Br4/c13-9-3-1-7(5-11(9)15)8-2-4-10(14)12(16)6-8/h1-6H
",BrC1=C(Br)C=C(C=C1)C1=CC(Br)=C(Br)C=C1,C12H6Br4
DTXSID1024120,DSSTox_Substance_Id,DTXSID1024120,Glufosinate-ammonium,DTXCID204120,77182-82-2,ZBMRKNMTMPPMMK-UHFFFAOYSA-N,Ammonium 2-amino-4-[hydroxy(methyl)phosphoryl]butanoate,[NH4+].CP(O)(=O)CCC(N)C([O-])=O,"InChI=1/C5H12NO4P.H3N/c1-11(9,10)3-2-4(6)5(7)8;/h4H,2-3,6H2,1H3,(H,7,8)(H,9,10);1H3
",CP(O)(=O)CCC(N)C(O)=O,C5H15N2O4P
DTXSID7040316,DSSTox_Substance_Id,DTXSID7040316,Nickel chloride,DTXCID5020316,7718-54-9,QMMRZOWCJAIUJA-UHFFFAOYSA-L,Nickel(2+) dichloride,[Cl-].[Cl-].[Ni++],"InChI=1S/2ClH.Ni/h2*1H;/q;;+2/p-2
",,Cl2Ni
DTXSID5029687,DSSTox_Substance_Id,DTXSID5029687,Phosphorous trichloride,DTXCID309687,7719-12-2,FAIAAWCVCHQXDN-UHFFFAOYSA-N,Phosphorous trichloride,ClP(Cl)Cl,"InChI=1S/Cl3P/c1-4(2)3
",,Cl3P
DTXSID0029688,DSSTox_Substance_Id,DTXSID0029688,Iron(II) sulfate,DTXCID709688,7720-78-7,BAUYGSIQEAFULO-UHFFFAOYSA-L,Iron(2+) sulfate,[Fe++].[O-]S([O-])(=O)=O,"InChI=1S/Fe.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+2;/p-2
",,FeO4S
DTXSID7064780,DSSTox_Substance_Id,DTXSID7064780,Tantalum chloride (TaCl5),DTXCID0047959,7721-01-9,OEIMLTQPLAGXMX-UHFFFAOYSA-I,Tantalum(5+) pentachloride,Cl[Ta](Cl)(Cl)(Cl)Cl,"InChI=1S/5ClH.Ta/h5*1H;/q;;;;;+5/p-5
",,Cl5Ta
DTXSID2034839,DSSTox_Substance_Id,DTXSID2034839,Potassium permanganate,DTXCID0014839,7722-64-7,VZJVWSHVAAUDKD-UHFFFAOYSA-N,Potassium tetraoxidomanganate(1-),[K+].[O-][Mn](=O)(=O)=O,"InChI=1S/K.Mn.4O/q+1;;;;;-1
",,KMnO4
DTXSID5029689,DSSTox_Substance_Id,DTXSID5029689,Ammonium phosphate,DTXCID109689,7722-76-1,LFVGISIMTYGQHF-UHFFFAOYSA-N,Ammonium dihydrogen phosphate,[NH4+].OP(O)([O-])=O,"InChI=1S/H3N.H3O4P/c;1-5(2,3)4/h1H3;(H3,1,2,3,4)
",,H6NO4P
DTXSID2020715,DSSTox_Substance_Id,DTXSID2020715,Hydrogen peroxide,DTXCID40715,7722-84-1,MHAJPDPJQMAIIY-UHFFFAOYSA-N,Hydrogen peroxide,OO,"InChI=1S/H2O2/c1-2/h1-2H
",,H2O2
DTXSID9042465,DSSTox_Substance_Id,DTXSID9042465,Tetrasodium pyrophosphate,DTXCID7022465,7722-88-5,FQENQNTWSFEDLI-UHFFFAOYSA-J,Tetrasodium diphosphate,[Na+].[Na+].[Na+].[Na+].[O-]P([O-])(=O)OP([O-])([O-])=O,"InChI=1S/4Na.H4O7P2/c;;;;1-8(2,3)7-9(4,5)6/h;;;;(H2,1,2,3)(H2,4,5,6)/q4*+1;/p-4
",,Na4O7P2
DTXSID1024382,DSSTox_Substance_Id,DTXSID1024382,Phosphorus,DTXCID204382,7723-14-0,OAICVXFJPJFONN-UHFFFAOYSA-N,Phosphorus,[P],"InChI=1S/P
",,P
DTXSID1035238,DSSTox_Substance_Id,DTXSID1035238,Bromine,DTXCID9015238,7726-95-6,GDTBXPJZTBHREO-UHFFFAOYSA-N,Bromine,BrBr,"InChI=1S/Br2/c1-2
",,Br2
DTXSID4029690,DSSTox_Substance_Id,DTXSID4029690,Potassium persulfate,DTXCID809690,7727-21-1,USHAGKDGDHPEEY-UHFFFAOYSA-L,Dipotassium [(sulfonatoperoxy)sulfonyl]oxidanide,[K+].[K+].[O-]S(=O)(=O)OOS([O-])(=O)=O,"InChI=1S/2K.H2O8S2/c;;1-9(2,3)7-8-10(4,5)6/h;;(H,1,2,3)(H,4,5,6)/q2*+1;/p-2
",,K2O8S2
DTXSID0050471,DSSTox_Substance_Id,DTXSID0050471,Barium sulfate,DTXCID0029474,7727-43-7,TZCXTZWJZNENPQ-UHFFFAOYSA-L,Barium sulfate,[Ba++].[O-]S([O-])(=O)=O,"InChI=1S/Ba.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+2;/p-2
",,BaO4S
DTXSID9029691,DSSTox_Substance_Id,DTXSID9029691,Diammonium peroxydisulfate,DTXCID209691,7727-54-0,ROOXNKNUYICQNP-UHFFFAOYSA-N,Diammonium [(sulfonatoperoxy)sulfonyl]oxidanide,[NH4+].[NH4+].[O-]S(=O)(=O)OOS([O-])(=O)=O,"InChI=1S/2H3N.H2O8S2/c;;1-9(2,3)7-8-10(4,5)6/h2*1H3;(H,1,2,3)(H,4,5,6)
",,H8N2O8S2
DTXSID2040315,DSSTox_Substance_Id,DTXSID2040315,Zinc sulfate,DTXCID0020315,7733-02-0,NWONKYPBYAMBJT-UHFFFAOYSA-L,Zinc sulfate,[Zn++].[O-]S([O-])(=O)=O,"InChI=1S/H2O4S.Zn/c1-5(2,3)4;/h(H2,1,2,3,4);/q;+2/p-2
",,O4SZn
DTXSID8034455,DSSTox_Substance_Id,DTXSID8034455,Chromic(VI) acid,DTXCID6014455,7738-94-5,KRVSOGSZCMJSLX-UHFFFAOYSA-L,Dihydroxido[bis(oxido)]chromium,O[Cr](O)(=O)=O,"InChI=1S/Cr.2H2O.2O/h;2*1H2;;/q+2;;;;/p-2
",,CrH2O4
DTXSID3029289,DSSTox_Substance_Id,DTXSID3029289,"7a-Ethyldihydro-1H,3H,5H-oxazolo(3,4-c)oxazole",DTXCID309289,7747-35-5,ZRCMGIXRGFOXNT-UHFFFAOYSA-N,"7a-Ethyldihydro-1H,3H,5H-[1,3]oxazolo[3,4-c][1,3]oxazole",CCC12COCN1COC2,"InChI=1S/C7H13NO2/c1-2-7-3-9-5-8(7)6-10-4-7/h2-6H2,1H3
",CCC12COCN1COC2,C7H13NO2
DTXSID2020688,DSSTox_Substance_Id,DTXSID2020688,Hexachlorocyclopentadiene,DTXCID60688,77-47-4,VUNCWTMEJYMOOR-UHFFFAOYSA-N,"1,2,3,4,5,5-Hexachlorocyclopenta-1,3-diene",ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,"InChI=1S/C5Cl6/c6-1-2(7)4(9)5(10,11)3(1)8
",ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,C5Cl6
DTXSID7024160,DSSTox_Substance_Id,DTXSID7024160,Lactofen,DTXCID404160,77501-63-4,CONWAEURSVPLRM-UHFFFAOYSA-N,1-Ethoxy-1-oxopropan-2-yl 5-[2-chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoate,CCOC(=O)C(C)OC(=O)C1=C(C=CC(OC2=C(Cl)C=C(C=C2)C(F)(F)F)=C1)[N+]([O-])=O,"InChI=1/C19H15ClF3NO7/c1-3-29-17(25)10(2)30-18(26)13-9-12(5-6-15(13)24(27)28)31-16-7-4-11(8-14(16)20)19(21,22)23/h4-10H,3H2,1-2H3
",CCOC(=O)C(C)OC(=O)C1=C(C=CC(OC2=C(Cl)C=C(C=C2)C(F)(F)F)=C1)[N+]([O-])=O,C19H15ClF3NO7
DTXSID1041269,DSSTox_Substance_Id,DTXSID1041269,(+)-Cedrol,DTXCID9021269,77-53-2,SVURIXNDRWRAFU-OGMFBOKVSA-N,8alpha-Cedran-8-ol,[H][C@@]12CC[C@@H](C)[C@]11C[C@]([H])(C2(C)C)[C@](C)(O)CC1,"InChI=1S/C15H26O/c1-10-5-6-11-13(2,3)12-9-15(10,11)8-7-14(12,4)16/h10-12,16H,5-9H2,1-4H3/t10-,11+,12-,14-,15+/m1/s1
","[H][C@@]12CC[C@@H](C)[C@]11C[C@]([H])(C2(C)C)[C@](C)(O)CC1,[H]C12CC3(CCC1(C)O)C(C)CCC3C2(C)C",C15H26O
DTXSID8052514,DSSTox_Substance_Id,DTXSID8052514,Isobutene trimer,DTXCID2031087,7756-94-7,DRHABPMHZRIRAH-UHFFFAOYSA-N,"2,4,4,6,6-Pentamethylhept-2-ene",CC(C)=CC(C)(C)CC(C)(C)C,"InChI=1S/C12H24/c1-10(2)8-12(6,7)9-11(3,4)5/h8H,9H2,1-7H3
",CC(C)=CC(C)(C)CC(C)(C)C,C12H24
DTXSID4029692,DSSTox_Substance_Id,DTXSID4029692,Potassium nitrate,DTXCID609692,7757-79-1,FGIUAXJPYTZDNR-UHFFFAOYSA-N,Potassium nitrate,[K+].[O-][N+]([O-])=O,"InChI=1S/K.NO3/c;2-1(3)4/q+1;-1
",,KNO3
DTXSID1021291,DSSTox_Substance_Id,DTXSID1021291,Sodium sulfate anhydrous,DTXCID601291,7757-82-6,PMZURENOXWZQFD-UHFFFAOYSA-L,Disodium sulfate,[Na+].[Na+].[O-]S([O-])(=O)=O,"InChI=1S/2Na.H2O4S/c;;1-5(2,3)4/h;;(H2,1,2,3,4)/q2*+1;/p-2
",,Na2O4S
DTXSID2044260,DSSTox_Substance_Id,DTXSID2044260,Sodium sulfite,DTXCID0024260,7757-83-7,GEHJYWRUCIMESM-UHFFFAOYSA-L,Disodium sulfite,[Na+].[Na+].[O-]S([O-])=O,"InChI=1S/2Na.H2O3S/c;;1-4(2)3/h;;(H2,1,2,3)/q2*+1;/p-2
",,Na2O3S
DTXSID00872522,DSSTox_Substance_Id,DTXSID00872522,Magnesium hydrogenorthophosphate,DTXCID10820170,7757-86-0,MHJAJDCZWVHCPF-UHFFFAOYSA-L,Magnesium hydrogen phosphate,[Mg++].OP([O-])([O-])=O,"InChI=1S/Mg.H3O4P/c;1-5(2,3)4/h;(H3,1,2,3,4)/q+2;/p-2
",,HMgO4P
DTXSID00872527,DSSTox_Substance_Id,DTXSID00872527,Trimagnesium phosphate,DTXCID90820173,7757-87-1,GVALZJMUIHGIMD-UHFFFAOYSA-H,Magnesium phosphate (3/2),[Mg++].[Mg++].[Mg++].[O-]P([O-])([O-])=O.[O-]P([O-])([O-])=O,"InChI=1S/3Mg.2H3O4P/c;;;2*1-5(2,3)4/h;;;2*(H3,1,2,3,4)/q3*+2;;/p-6
",,Mg3O8P2
DTXSID20872529,DSSTox_Substance_Id,DTXSID20872529,Calcium hydrogen phosphate,DTXCID50820174,7757-93-9,FUFJGUQYACFECW-UHFFFAOYSA-L,Calcium hydrogen phosphate,[Ca++].OP([O-])([O-])=O,"InChI=1S/Ca.H3O4P/c;1-5(2,3)4/h;(H3,1,2,3,4)/q+2;/p-2
",,CaHO4P
DTXSID5025946,DSSTox_Substance_Id,DTXSID5025946,Potassium bromide,DTXCID905946,7758-02-3,IOLCXVTUBQKXJR-UHFFFAOYSA-M,Potassium bromide,[K+].[Br-],"InChI=1S/BrH.K/h1H;/q;+1/p-1
",,BrK
DTXSID5058480,DSSTox_Substance_Id,DTXSID5058480,Potassium iodate,DTXCID9032248,7758-05-6,JLKDVMWYMMLWTI-UHFFFAOYSA-M,Potassium iodate,[K+].[O-][I](=O)=O,"InChI=1S/HIO3.K/c2-1(3)4;/h(H,2,3,4);/q;+1/p-1
",,IKO3
DTXSID5042320,DSSTox_Substance_Id,DTXSID5042320,Potassium nitrite,DTXCID3022320,7758-09-0,BXNHTSHTPBPRFX-UHFFFAOYSA-M,Potassium nitrite,[K+].[O-]N=O,"InChI=1S/K.HNO2/c;2-1-3/h;(H,2,3)/q+1;/p-1
",,KNO2
DTXSID8035506,DSSTox_Substance_Id,DTXSID8035506,Dipotassium hydrogenorthophosphate,DTXCID6015506,7758-11-4,ZPWVASYFFYYZEW-UHFFFAOYSA-L,Dipotassium hydrogen phosphate,[K+].[K+].OP([O-])([O-])=O,"InChI=1S/2K.H3O4P/c;;1-5(2,3)4/h;;(H3,1,2,3,4)/q2*+1;/p-2
",,HK2O4P
DTXSID7044261,DSSTox_Substance_Id,DTXSID7044261,Sodium pyrophosphate,DTXCID408842,7758-16-9,GYQBBRRVRKFJRG-UHFFFAOYSA-L,Disodium dihydrogen diphosphate,[Na+].[Na+].OP([O-])(=O)OP(O)([O-])=O,"InChI=1S/2Na.H4O7P2/c;;1-8(2,3)7-9(4,5)6/h;;(H2,1,2,3)(H2,4,5,6)/q2*+1;/p-2
",,H2Na2O7P2
DTXSID8021272,DSSTox_Substance_Id,DTXSID8021272,Sodium chlorite,DTXCID401272,7758-19-2,UKLNMMHNWFDKNT-UHFFFAOYSA-M,Sodium chlorite,[Na+].[O-][Cl]=O,"InChI=1S/ClHO2.Na/c2-1-3;/h(H,2,3);/q;+1/p-1
",,ClNaO2
DTXSID2044262,DSSTox_Substance_Id,DTXSID2044262,Calcium biphosphate,DTXCID0024262,7758-23-8,YYRMJZQKEFZXMX-UHFFFAOYSA-L,Calcium bis(dihydrogen phosphate),[Ca++].OP(O)([O-])=O.OP(O)([O-])=O,"InChI=1S/Ca.2H3O4P/c;2*1-5(2,3)4/h;2*(H3,1,2,3,4)/q+2;;/p-2
",,CaH4O8P2
DTXSID9036307,DSSTox_Substance_Id,DTXSID9036307,Pentasodium triphosphate,DTXCID7016307,7758-29-4,HWGNBUXHKFFFIH-UHFFFAOYSA-I,Pentasodium triphosphate,[Na+].[Na+].[Na+].[Na+].[Na+].[O-]P([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O,"InChI=1S/5Na.H5O10P3/c;;;;;1-11(2,3)9-13(7,8)10-12(4,5)6/h;;;;;(H,7,8)(H2,1,2,3)(H2,4,5,6)/q5*+1;/p-5
",,Na5O10P3
DTXSID6024961,DSSTox_Substance_Id,DTXSID6024961,Dibutyltin dilaurate,DTXCID404961,77-58-7,UKLDJPRMSDWDSL-UHFFFAOYSA-L,Dibutyl[bis(dodecanoyloxy)]stannane,CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC,"InChI=1S/2C12H24O2.2C4H9.Sn/c2*1-2-3-4-5-6-7-8-9-10-11-12(13)14;2*1-3-4-2;/h2*2-11H2,1H3,(H,13,14);2*1,3-4H2,2H3;/q;;;;+2/p-2
",,C32H64O4Sn
DTXSID1049803,DSSTox_Substance_Id,DTXSID1049803,Tricalcium phosphate,DTXCID5029762,7758-87-4,QORWJWZARLRLPR-UHFFFAOYSA-H,Calcium phosphate (3/2),[Ca++].[Ca++].[Ca++].[O-]P([O-])([O-])=O.[O-]P([O-])([O-])=O,"InChI=1S/3Ca.2H3O4P/c;;;2*1-5(2,3)4/h;;;2*(H3,1,2,3,4)/q3*+2;;/p-6
",,Ca3O8P2
DTXSID8052516,DSSTox_Substance_Id,DTXSID8052516,Cerium trifluoride,DTXCID2031089,7758-88-5,QCCDYNYSHILRDG-UHFFFAOYSA-K,Cerium(3+) trifluoride,[F-].[F-].[F-].[Ce+3],"InChI=1S/Ce.3FH/h;3*1H/q+3;;;/p-3
",,CeF3
DTXSID5035242,DSSTox_Substance_Id,DTXSID5035242,Copper(I) chloride,DTXCID3015242,7758-89-6,OXBLHERUFWYNTN-UHFFFAOYSA-M,Copper(1+) chloride,[Cl-].[Cu+],"InChI=1S/ClH.Cu/h1H;/q;+1/p-1
",,ClCu
DTXSID9029695,DSSTox_Substance_Id,DTXSID9029695,Ferrous chloride,DTXCID809695,7758-94-3,NMCUIPGRVMDVDB-UHFFFAOYSA-L,Iron(2+) dichloride,[Cl-].[Cl-].[Fe++],"InChI=1S/2ClH.Fe/h2*1H;/q;;+2/p-2
",,Cl2Fe
DTXSID1041059,DSSTox_Substance_Id,DTXSID1041059,Lead chloride,DTXCID9021059,7758-95-4,HWSZZLVAJGOAAY-UHFFFAOYSA-L,,[Cl-].[Cl-].[Pb++],"InChI=1S/2ClH.Pb/h2*1H;/q;;+2/p-2
",,Cl2Pb
DTXSID6034479,DSSTox_Substance_Id,DTXSID6034479,Copper sulfate,DTXCID4014479,7758-98-7,ARUVKPQLZAKDPS-UHFFFAOYSA-L,Copper(2+) sulfate,[Cu++].[O-]S([O-])(=O)=O,"InChI=1S/Cu.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+2;/p-2
",,CuO4S
DTXSID3032042,DSSTox_Substance_Id,DTXSID3032042,Silver nitrate,DTXCID1012042,7761-88-8,SQGYOTSLMSWVJD-UHFFFAOYSA-N,Silver(1+) nitrate,[Ag+].[O-][N+]([O-])=O,"InChI=1S/Ag.NO3/c;2-1(3)4/q+1;-1
",,AgNO3
DTXSID3052517,DSSTox_Substance_Id,DTXSID3052517,"2,2'-Methanediylbis[4-methyl-6-(1-methylcyclohexyl)phenol]",DTXCID1031090,77-62-3,PHXLONCQBNATSL-UHFFFAOYSA-N,"2,2'-Methylenebis[4-methyl-6-(1-methylcyclohexyl)phenol]",CC1=CC(=C(O)C(CC2=C(O)C(=CC(C)=C2)C2(C)CCCCC2)=C1)C1(C)CCCCC1,"InChI=1S/C29H40O2/c1-20-15-22(26(30)24(17-20)28(3)11-7-5-8-12-28)19-23-16-21(2)18-25(27(23)31)29(4)13-9-6-10-14-29/h15-18,30-31H,5-14,19H2,1-4H3
",CC1=CC(=C(O)C(CC2=C(O)C(=CC(C)=C2)C2(C)CCCCC2)=C1)C1(C)CCCCC1,C29H40O2
DTXSID5021754,DSSTox_Substance_Id,DTXSID5021754,"5,5-Dimethylhydantoin",DTXCID601754,77-71-4,YIROYDNZEPTFOL-UHFFFAOYSA-N,"5,5-Dimethylimidazolidine-2,4-dione",CC1(C)NC(=O)NC1=O,"InChI=1S/C5H8N2O2/c1-5(2)3(8)6-4(9)7-5/h1-2H3,(H2,6,7,8,9)
",CC1(C)NC(=O)NC1=O,C5H8N2O2
DTXSID9042417,DSSTox_Substance_Id,DTXSID9042417,Sodium thiosulfate,DTXCID7022417,7772-98-7,AKHNMLFCWUSKQB-UHFFFAOYSA-L,Disodium sulfurothioate,[Na+].[Na+].[O-]S([S-])(=O)=O,"InChI=1S/2Na.H2O3S2/c;;1-5(2,3)4/h;;(H2,1,2,3,4)/q2*+1;/p-2
",,Na2O3S2
DTXSID8021351,DSSTox_Substance_Id,DTXSID8021351,Stannous chloride,DTXCID201323170,7772-99-8,AXZWODMDQAVCJE-UHFFFAOYSA-L,,[Cl-].[Cl-].[Sn++],"InChI=1S/2ClH.Sn/h2*1H;/q;;+2/p-2
",,Cl2Sn
DTXSID9040681,DSSTox_Substance_Id,DTXSID9040681,Manganese dichloride,DTXCID7020681,7773-01-5,GLFNIEUTAYBVOC-UHFFFAOYSA-L,Manganese(2+) dichloride,[Cl-].[Cl-].[Mn++],"InChI=1S/2ClH.Mn/h2*1H;/q;;+2/p-2
",,Cl2Mn
DTXSID5023875,DSSTox_Substance_Id,DTXSID5023875,Ammonium sulfamate,DTXCID003875,7773-06-0,GEHMBYLTCISYNY-UHFFFAOYSA-N,Ammonium sulfamate,[NH4+].NS([O-])(=O)=O,"InChI=1S/H3NO3S.H3N/c1-5(2,3)4;/h(H3,1,2,3,4);1H3
",,H6N2O3S
DTXSID5025023,DSSTox_Substance_Id,DTXSID5025023,Dicyclopentadiene,DTXCID305023,77-73-6,HECLRDQVFMWTQS-UHFFFAOYSA-N,"3a,4,7,7a-Tetrahydro-1H-4,7-methanoindene",C1C=CC2C3CC(C=C3)C12,"InChI=1/C10H12/c1-2-9-7-4-5-8(6-7)10(9)3-1/h1-2,4-5,7-10H,3,6H2
",C1C=CC2C3CC(C=C3)C12,C10H12
DTXSID20228365,DSSTox_Substance_Id,DTXSID20228365,Triisotridecyl phosphite,DTXCID40150856,77745-66-5,IVINYWARLXOTLP-UHFFFAOYSA-N,Tris(11-methyldodecyl) phosphite,CC(C)CCCCCCCCCCOP(OCCCCCCCCCCC(C)C)OCCCCCCCCCCC(C)C,"InChI=1S/C39H81O3P/c1-37(2)31-25-19-13-7-10-16-22-28-34-40-43(41-35-29-23-17-11-8-14-20-26-32-38(3)4)42-36-30-24-18-12-9-15-21-27-33-39(5)6/h37-39H,7-36H2,1-6H3
",CC(C)CCCCCCCCCCOP(OCCCCCCCCCCC(C)C)OCCCCCCCCCCC(C)C,C39H81O3P
